"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2006,1488031,1485000,"1.00","benthopelagic","Mike's data"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2007,1354502,1394000,"0.97","benthopelagic","Mike's data"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2008,990629,1e+06,"0.99","benthopelagic","Mike's data"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2009,810784,815000,"0.99","benthopelagic","Mike's data"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2010,810215,813000,"1.00","benthopelagic","Mike's data"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2011,1199069,1252000,"0.96","benthopelagic","Mike's data"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2012,1205197,1200000,"1.00","benthopelagic","Mike's data"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2013,1270745,1247000,"1.02","benthopelagic","Mike's data"
"Walleye pollock Eastern Bering Sea","US Alaska","Walleye pollock Eastern Bering Sea_USA-NMFS-EBS_full",2014,1298593,1267000,"1.02","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1977,118092,150000,"0.79","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1978,95408,168800,"0.57","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1979,106161,168800,"0.63","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1980,115158,168800,"0.68","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1981,147818,168800,"0.88","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1982,169045,168800,"1.00","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1983,215625,256600,"0.84","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1984,307541,416600,"0.74","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1985,286900,305000,"0.94","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1986,86910,116000,"0.75","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1987,68070,84000,"0.81","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1988,63391,93000,"0.68","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1989,75585,72200,"1.05","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1990,88269,73400,"1.20","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1991,100488,103400,"0.97","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1992,90858,87400,"1.04","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1993,108909,114400,"0.95","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1994,107335,109300,"0.98","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1995,72618,65360,"1.11","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1996,51263,54810,"0.94","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1997,90130,79980,"1.13","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1998,125460,124730,"1.01","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",1999,95638,94580,"1.01","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2000,73080,94960,"0.77","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2001,72077,90690,"0.79","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2002,51934,53490,"0.97","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2003,50684,49590,"1.02","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2004,63844,65660,"0.97","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2005,80978,86100,"0.94","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2006,71976,81300,"0.89","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2007,52714,63800,"0.83","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2008,52584,53590,"0.98","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2009,44247,43270,"1.02","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2010,76745,77150,"0.99","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2011,81359,88620,"0.92","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2012,103984,108440,"0.96","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2013,96353,113099,"0.85","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2014,142633,167657,"0.85","benthopelagic","Mike's data"
"Walleye pollock Gulf of Alaska","US Alaska","Walleye pollock Gulf of Alaska_USA-NMFS-GA_full",2015,167553,191309,"0.88","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2005,425552,552000,"0.77","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2006,428464,461000,"0.93","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2007,546742,619400,"0.88","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2008,472530,523700,"0.90","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2009,281436,418000,"0.67","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2010,261695,338100,"0.77","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2011,284396,353600,"0.80","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2012,344468,410800,"0.84","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2013,327616,393100,"0.83","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2014,292773,393000,"0.74","benthopelagic","Mike's data"
"Walleye Pollock Navarinsky","Russia east","Walleye Pollock Navarinsky__full",2015,343174,430000,"0.80","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2008,642000,658000,"0.98","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2009,795000,821000,"0.97","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2010,990000,1010000,"0.98","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2011,901000,920000,"0.98","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2012,844000,862000,"0.98","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2013,832000,840000,"0.99","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2014,815000,821000,"0.99","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2015,883000,904000,"0.98","benthopelagic","Mike's data"
"Walleye pollock Northern Sea of Okhotsk","Russia east","Walleye pollock Northern Sea of Okhotsk__full",2016,943000,967000,"0.98","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",1997,165153,149000,"1.11","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",1998,190934,191000,"1.00","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",1999,245649,239000,"1.03","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2000,209568,254000,"0.83","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2001,130426,254000,"0.51","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2002,109069,229000,"0.48","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2003,147114,206000,"0.71","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2004,181432,212000,"0.86","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2005,158268,185000,"0.86","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2006,143246,171000,"0.84","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2007,153549,156000,"0.98","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2008,154994,171000,"0.91","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2009,171979,171000,"1.01","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2010,175469,182000,"0.96","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2011,172239,197000,"0.87","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2012,156172,198000,"0.79","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2013,155752,190000,"0.82","benthopelagic","Mike's data"
"Walleye pollock Pacific Coast of Japan","Japan","Walleye pollock Pacific Coast of Japan__full",2014,154867,210000,"0.74","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",1997,75712,76000,"1.00","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",1998,58447,76000,"0.77","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",1999,51627,76000,"0.68","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2000,41847,76000,"0.55","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2001,45616,65000,"0.70","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2002,59402,65000,"0.91","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2003,32896,64000,"0.51","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2004,33467,64000,"0.52","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2005,26001,57000,"0.46","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2006,20873,38000,"0.55","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2007,18244,27000,"0.68","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2008,18515,20000,"0.93","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2009,14533,16000,"0.91","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2010,15187,16000,"0.95","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2011,10637,13000,"0.82","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2012,11813,13000,"0.91","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2013,9888,13000,"0.76","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2014,7085,13000,"0.55","benthopelagic","Mike's data"
"Walleye pollock Sea of Japan North","Japan","Walleye pollock Sea of Japan North__full",2015,5393,7400,"0.73","benthopelagic","Mike's data"
"Walleye pollock Western Bering Sea","Russia east","Walleye pollock Western Bering Sea__full",2008,51180,67900,"0.75","benthopelagic","Mike's data"
"Walleye pollock Western Bering Sea","Russia east","Walleye pollock Western Bering Sea__full",2009,25369,30000,"0.85","benthopelagic","Mike's data"
"Walleye pollock Western Bering Sea","Russia east","Walleye pollock Western Bering Sea__full",2010,40935,48600,"0.84","benthopelagic","Mike's data"
"Walleye pollock Western Bering Sea","Russia east","Walleye pollock Western Bering Sea__full",2011,37189,40000,"0.93","benthopelagic","Mike's data"
"Walleye pollock Western Bering Sea","Russia east","Walleye pollock Western Bering Sea__full",2012,27358,33200,"0.82","benthopelagic","Mike's data"
"Walleye pollock Western Bering Sea","Russia east","Walleye pollock Western Bering Sea__full",2013,29733,31400,"0.95","benthopelagic","Mike's data"
"Walleye pollock Western Bering Sea","Russia east","Walleye pollock Western Bering Sea__full",2014,14966,16100,"0.93","benthopelagic","Mike's data"
"Walleye pollock Western Bering Sea","Russia east","Walleye pollock Western Bering Sea__full",2015,10738,11500,"0.93","benthopelagic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1980,852,780,"1.09","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1981,719,600,"1.20","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1982,829,700,"1.18","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1983,912,800,"1.14","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1984,982,880,"1.12","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1985,1113,1000,"1.11","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1986,1307,1200,"1.09","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1987,1047,1000,"1.05","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1988,1115,1030,"1.08","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1989,1180,1050,"1.12","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1990,813,1050,"0.77","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1991,585,657,"0.89","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1992,472,384,"1.23","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1993,433,340,"1.27","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1994,403,345,"1.17","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1995,358,265,"1.35","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1996,413,293,"1.41","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1997,752,576,"1.30","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1998,663,630,"1.05","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",1999,654,559,"1.17","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2000,671,544,"1.23","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2001,799,718,"1.11","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2002,1087,1000,"1.09","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2003,1146,1062,"1.08","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2004,1249,1077,"1.16","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2005,645,971,"0.66","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2006,1022,822,"1.24","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2007,519,863,"0.60","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2008,568,578,"0.98","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2009,488,421,"1.16","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2010,421,397,"1.06","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2011,339,301,"1.13","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2012,277,259,"1.07","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2013,126,80,"1.57","benthic","Mike's data"
"West coast rock lobster South Africa Area 7","South Africa","West coast rock lobster South Africa Area 7__full",2014,129,72,"1.79","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1981,1133,600,"1.89","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1982,1082,500,"2.16","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1983,1124,500,"2.25","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1984,1134,500,"2.27","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1985,1180,530,"2.23","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1986,1275,530,"2.41","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1987,1325,550,"2.41","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1988,1421,600,"2.37","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1989,1454,580,"2.51","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1990,1797,630,"2.85","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1991,1336,799,"1.67","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1992,1447,760,"1.90","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1993,1561,880,"1.77","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1994,1624,935,"1.74","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1995,1480,747,"1.98","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1996,1644,822,"2.00","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1997,1660,960,"1.73","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1998,1660,955,"1.74","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",1999,1698,847,"2.00","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2000,1523,800,"1.90","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2001,1833,1054,"1.74","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2002,1958,1342,"1.46","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2003,2328,1443,"1.61","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2004,2374,1600,"1.48","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2005,1925,1400,"1.37","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2006,2668,1250,"2.13","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2007,1977,972,"2.03","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2008,2077,1074,"1.93","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2009,2203,1195,"1.84","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2010,2117,1158,"1.83","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2011,2167,1185,"1.83","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2012,2266,1173,"1.93","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2013,2224,1078,"2.06","benthic","Mike's data"
"West coast rock lobster South Africa Area 8","South Africa","West coast rock lobster South Africa Area 8__full",2014,2224,871,"2.55","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1981,49,50,"0.98","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1982,61,60,"1.02","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1983,65,70,"0.93","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1984,44,70,"0.63","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1985,96,100,"0.96","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1986,68,100,"0.68","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1987,115,150,"0.77","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1988,100,120,"0.83","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1989,92,120,"0.77","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1990,39,90,"0.43","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1991,32,40,"0.79","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1992,47,40,"1.17","benthic","Mike's data"
