"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2005,543000,422000,"1.29","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2006,473000,444000,"1.07","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2007,579000,502000,"1.15","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2008,611000,458000,"1.33","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2009,735000,605000,"1.21","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2010,869000,885000,"0.98","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2011,939000,959000,"0.98","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2012,893000,927000,"0.96","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2013,932000,906000,"1.03","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2014,1393000,1396000,"1.00","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",1995,17706,1e+05,"0.18","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",1996,20394,1e+05,"0.20","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",1997,21309,1e+05,"0.21","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",1998,19334,1e+05,"0.19","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",1999,16561,1e+05,"0.17","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",2000,13383,1e+05,"0.13","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",2001,23950,75000,"0.32","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",2002,34309,75000,"0.46","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",2003,44475,75000,"0.59","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",2004,53365,75000,"0.71","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",2005,54279,75000,"0.72","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",2006,53649,75000,"0.72","pelagic-neritic","Mike's data"
"Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada east","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)__full",2007,50578,75000,"0.67","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",1997,738277.28,699999,"1.05","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",1998,405832.28,7e+05,"0.58","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",1999,393678.16,780000,"0.50","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2000,340706.19,780000,"0.44","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2001,309500.33,770001,"0.40","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2002,288389.86,692999,"0.42","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2003,314987.07,511999,"0.62","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2004,454600.98,419000,"1.08","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2005,585820.94,575000,"1.02","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2006,590064.51,655000,"0.90","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2007,470839.54,746000,"0.63","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2008,487051.66,764999,"0.64","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2009,476411.21,575000,"0.83","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2010,466104.44,635000,"0.73","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2011,441852.56,717000,"0.62","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2012,415366.14,685000,"0.61","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2013,433285.71,701000,"0.62","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2014,517489,902000,"0.57","pelagic-neritic","Mike's data"
"Mackerel spp Japan [pooled]","Japan","Mackerel spp Japan [pooled]__pooled",2015,536577,902000,"0.59","pelagic-neritic","Mike's data"
"Monkfish Gulf of Maine / Northern Georges Bank","US northeast","Monkfish Gulf of Maine / Northern Georges Bank_USA-NMFS-GOMNGB_full",2012,3785,7592,"0.50","demersal","Mike's data"
"Monkfish Gulf of Maine / Northern Georges Bank","US northeast","Monkfish Gulf of Maine / Northern Georges Bank_USA-NMFS-GOMNGB_full",2013,3644,7592,"0.48","demersal","Mike's data"
"Monkfish Gulf of Maine / Northern Georges Bank","US northeast","Monkfish Gulf of Maine / Northern Georges Bank_USA-NMFS-GOMNGB_full",2014,3445,7592,"0.45","demersal","Mike's data"
"Monkfish Southern Georges Bank / Mid-Atlantic","US northeast","Monkfish Southern Georges Bank / Mid-Atlantic_USA-NMFS-SGBMATL_full",2012,5235,12316,"0.43","demersal","Mike's data"
"Monkfish Southern Georges Bank / Mid-Atlantic","US northeast","Monkfish Southern Georges Bank / Mid-Atlantic_USA-NMFS-SGBMATL_full",2013,4743,12316,"0.39","demersal","Mike's data"
"Monkfish Southern Georges Bank / Mid-Atlantic","US northeast","Monkfish Southern Georges Bank / Mid-Atlantic_USA-NMFS-SGBMATL_full",2014,5478,12316,"0.44","demersal","Mike's data"
"Mutton snapper Southern Atlantic coast and Gulf of Mexico","US southeast","Mutton snapper Southern Atlantic coast and Gulf of Mexico_USA-NMFS-SATLCGM_full",2012,289,512,"0.56","reef-associated","Mike's data"
"Mutton snapper Southern Atlantic coast and Gulf of Mexico","US southeast","Mutton snapper Southern Atlantic coast and Gulf of Mexico_USA-NMFS-SATLCGM_full",2013,303,512,"0.59","reef-associated","Mike's data"
"Mutton snapper Southern Atlantic coast and Gulf of Mexico","US southeast","Mutton snapper Southern Atlantic coast and Gulf of Mexico_USA-NMFS-SATLCGM_full",2014,329,512,"0.64","reef-associated","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",1996,145,149,"0.97","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",1997,142,149,"0.95","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",1998,145,149,"0.97","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",1999,149,149,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2000,118,144,"0.82","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2001,90,112,"0.80","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2002,90,112,"0.80","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2003,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2004,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2005,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2006,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2007,89,90,"0.99","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2008,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2009,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2010,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2011,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2012,90,90,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5B","New Zealand","New Zealand abalone species New Zealand Area PAU 5B__",2013,72,90,"0.80","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",1996,147,149,"0.99","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",1997,147,149,"0.99","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",1998,149,149,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",1999,149,149,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2000,148,149,"0.99","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2001,149,149,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2002,149,149,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2003,112,114,"0.98","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2004,88,89,"0.99","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2005,89,89,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2006,89,89,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2007,89,89,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2008,89,89,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2009,89,89,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2010,90,89,"1.01","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2011,89,89,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 5D","New Zealand","New Zealand abalone species New Zealand Area PAU 5D__",2012,89,89,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1987,242,250,"0.97","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1988,256,250,"1.02","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1989,246,250,"0.98","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1990,267,264,"1.01","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1991,273,266,"1.03","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1992,268,266,"1.01","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1993,265,266,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1994,255,266,"0.96","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1995,247,266,"0.93","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1996,269,267,"1.01","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1997,268,267,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1998,266,267,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",1999,265,267,"0.99","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",2000,265,267,"0.99","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",2001,216,267,"0.81","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",2002,187,241,"0.78","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",2003,187,187,"1.00","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",2004,160,187,"0.86","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",2005,167,187,"0.89","demersal","Mike's data"
"New Zealand abalone species New Zealand Area PAU 7","New Zealand","New Zealand abalone species New Zealand Area PAU 7__",2006,183,187,"0.98","demersal","Mike's data"
