"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source","council","council_code","stock_code","year_rank","tac_group1","tac_group2","tac_change","rs_key_code"
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1978,3660,4000,0.92,"demersal","Mike's data","Canada east",4,11,5,2,2,-0.333333333333333,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1979,3670,4000,0.92,"demersal","Mike's data","Canada east",4,11,6,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1980,2940,5000,0.59,"demersal","Mike's data","Canada east",4,11,7,1,1,0.25,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1981,3220,5000,0.64,"demersal","Mike's data","Canada east",4,11,8,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1982,2190,5000,0.44,"demersal","Mike's data","Canada east",4,11,9,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1983,1730,5000,0.35,"demersal","Mike's data","Canada east",4,11,10,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1984,2960,5000,0.59,"demersal","Mike's data","Canada east",4,11,11,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1985,4220,5000,0.84,"demersal","Mike's data","Canada east",4,11,12,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1986,5130,5000,1.03,"demersal","Mike's data","Canada east",4,11,13,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1987,5330,5000,1.07,"demersal","Mike's data","Canada east",4,11,14,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1988,4410,5000,0.88,"demersal","Mike's data","Canada east",4,11,15,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1989,2960,5000,0.59,"demersal","Mike's data","Canada east",4,11,16,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1990,4130,4000,1.03,"demersal","Mike's data","Canada east",4,11,17,2,2,-0.2,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1991,4400,4000,1.1,"demersal","Mike's data","Canada east",4,11,18,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1992,2330,4000,0.58,"demersal","Mike's data","Canada east",4,11,19,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1993,751,3000,0.25,"demersal","Mike's data","Canada east",4,11,20,2,2,-0.25,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1994,122,500,0.24,"demersal","Mike's data","Canada east",4,11,21,2,2,-0.833333333333333,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1995,85,100,0.85,"demersal","Mike's data","Canada east",4,11,22,2,2,-0.8,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1996,114,100,1.14,"demersal","Mike's data","Canada east",4,11,23,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1997,243,100,2.43,"demersal","Mike's data","Canada east",4,11,24,1,3,0,6
"American Plaice NAFO-5YZ","US northeast","American Plaice NAFO-5YZ_USA-NMFS-5YZ_full",2011,1661,3280,0.51,"demersal","Mike's data","NEFMC",13,12,2,1,3,0.0911510312707917,2
"American Plaice NAFO-5YZ","US northeast","American Plaice NAFO-5YZ_USA-NMFS-5YZ_full",2012,1643,3459,0.47,"demersal","Mike's data","NEFMC",13,12,3,1,3,0.0545731707317073,2
"American Plaice NAFO-5YZ","US northeast","American Plaice NAFO-5YZ_USA-NMFS-5YZ_full",2013,1445,1482,0.97,"demersal","Mike's data","NEFMC",13,12,4,2,2,-0.571552471812663,2
"American Plaice NAFO-5YZ","US northeast","American Plaice NAFO-5YZ_USA-NMFS-5YZ_full",2014,1342,1442,0.93,"demersal","Mike's data","NEFMC",13,12,5,2,3,-0.0269905533063428,2
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1978,9030,10000,0.9,"demersal","Mike's data","Canada east",4,13,2,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1979,10000,10000,1,"demersal","Mike's data","Canada east",4,13,3,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1980,8290,10000,0.83,"demersal","Mike's data","Canada east",4,13,4,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1981,7830,10000,0.78,"demersal","Mike's data","Canada east",4,13,5,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1982,6540,10000,0.65,"demersal","Mike's data","Canada east",4,13,6,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1983,6090,10000,0.61,"demersal","Mike's data","Canada east",4,13,7,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1984,9600,10000,0.96,"demersal","Mike's data","Canada east",4,13,8,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1985,9490,10000,0.95,"demersal","Mike's data","Canada east",4,13,9,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1986,7410,10000,0.74,"demersal","Mike's data","Canada east",4,13,10,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1987,8060,10000,0.81,"demersal","Mike's data","Canada east",4,13,11,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1988,6990,10000,0.7,"demersal","Mike's data","Canada east",4,13,12,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1989,5720,10000,0.57,"demersal","Mike's data","Canada east",4,13,13,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1990,4910,10000,0.49,"demersal","Mike's data","Canada east",4,13,14,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1991,5220,10000,0.52,"demersal","Mike's data","Canada east",4,13,15,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1992,5200,10000,0.52,"demersal","Mike's data","Canada east",4,13,16,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1993,1850,5000,0.37,"demersal","Mike's data","Canada east",4,13,17,2,2,-0.5,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1994,2420,5000,0.48,"demersal","Mike's data","Canada east",4,13,18,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1995,2390,5000,0.48,"demersal","Mike's data","Canada east",4,13,19,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1996,1410,2000,0.71,"demersal","Mike's data","Canada east",4,13,20,2,2,-0.6,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1997,1720,2500,0.69,"demersal","Mike's data","Canada east",4,13,21,1,1,0.25,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1998,1170,1500,0.78,"demersal","Mike's data","Canada east",4,13,22,2,2,-0.4,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",1999,1540,2000,0.77,"demersal","Mike's data","Canada east",4,13,23,1,1,0.333333333333333,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2000,1420,2000,0.71,"demersal","Mike's data","Canada east",4,13,24,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2001,1190,2000,0.6,"demersal","Mike's data","Canada east",4,13,25,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2002,678,1000,0.68,"demersal","Mike's data","Canada east",4,13,26,2,2,-0.5,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2003,390,750,0.52,"demersal","Mike's data","Canada east",4,13,27,2,2,-0.25,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2004,400,750,0.53,"demersal","Mike's data","Canada east",4,13,28,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2005,339,750,0.45,"demersal","Mike's data","Canada east",4,13,29,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2006,474,750,0.63,"demersal","Mike's data","Canada east",4,13,30,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2007,372,750,0.5,"demersal","Mike's data","Canada east",4,13,31,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2008,171,500,0.34,"demersal","Mike's data","Canada east",4,13,32,2,2,-0.333333333333333,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2009,127,500,0.25,"demersal","Mike's data","Canada east",4,13,33,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2010,146,500,0.29,"demersal","Mike's data","Canada east",4,13,34,1,3,0,7
"American plaice Southern Gulf of St. Lawrence","Canada east","American plaice Southern Gulf of St. Lawrence__full",2011,90,500,0.18,"demersal","Mike's data","Canada east",4,13,35,1,3,0,7
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1988,16000,32000,0.5,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,2,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1989,11000,32000,0.34,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,3,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1990,34000,30000,1.13,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,4,2,3,-0.0625,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1991,20000,30000,0.67,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,5,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1992,38000,30000,1.27,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,6,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1993,40000,30000,1.33,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,7,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1994,35000,30000,1.17,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,8,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1995,30000,33000,0.91,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,9,1,3,0.1,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1996,34000,33000,1.03,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,10,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1997,22000,33000,0.67,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,11,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1998,32000,33000,0.97,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,12,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",1999,27000,33000,0.82,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,13,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2000,37000,33000,1.12,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,14,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2001,40000,33000,1.21,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,15,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2002,18000,33000,0.55,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,16,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2003,11000,33000,0.33,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,17,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2004,16000,33000,0.48,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,18,1,3,0,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2005,1000,30000,0.03,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,19,2,3,-0.0909090909090909,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2006,2000,5000,0.4,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,20,2,2,-0.833333333333333,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2010,21200,22600,0.94,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,21,1,1,3.52,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2011,12200,29700,0.41,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,22,1,1,0.314159292035398,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2012,16700,20700,0.81,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,23,2,2,-0.303030303030303,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2013,17500,17100,1.02,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,24,2,2,-0.173913043478261,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2014,5800,20100,0.29,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,25,1,1,0.175438596491228,1
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2015,25100,25000,1,"pelagic-neritic","Mike's data","Europe-ICES-EU",6,14,26,1,1,0.243781094527363,1
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1988,572745,6e+05,0.95,"pelagic-neritic","Mike's data","South Africa",21,15,2,1,3,0,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1989,294420,3e+05,0.98,"pelagic-neritic","Mike's data","South Africa",21,15,3,2,2,-0.5,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1990,151559,150000,1.01,"pelagic-neritic","Mike's data","South Africa",21,15,4,2,2,-0.5,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1991,151044,150000,1.01,"pelagic-neritic","Mike's data","South Africa",21,15,5,1,3,0,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1992,349044,350000,1,"pelagic-neritic","Mike's data","South Africa",21,15,6,1,1,1.33333333333333,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1993,235867,360000,0.66,"pelagic-neritic","Mike's data","South Africa",21,15,7,1,3,0.0285714285714286,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1994,155941,150000,1.04,"pelagic-neritic","Mike's data","South Africa",21,15,8,2,2,-0.583333333333333,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1995,178430,210000,0.85,"pelagic-neritic","Mike's data","South Africa",21,15,9,1,1,0.4,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1996,40881,70000,0.58,"pelagic-neritic","Mike's data","South Africa",21,15,10,2,2,-0.666666666666667,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1997,60386,60000,1.01,"pelagic-neritic","Mike's data","South Africa",21,15,11,2,2,-0.142857142857143,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1998,107867,175000,0.62,"pelagic-neritic","Mike's data","South Africa",21,15,12,1,1,1.91666666666667,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1999,179892,231000,0.78,"pelagic-neritic","Mike's data","South Africa",21,15,13,1,1,0.32,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2000,267291,291000,0.92,"pelagic-neritic","Mike's data","South Africa",21,15,14,1,1,0.25974025974026,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2001,287512,451000,0.64,"pelagic-neritic","Mike's data","South Africa",21,15,15,1,1,0.549828178694158,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2002,213446,359729,0.59,"pelagic-neritic","Mike's data","South Africa",21,15,16,2,2,-0.202374722838137,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2003,258876,282000,0.92,"pelagic-neritic","Mike's data","South Africa",21,15,17,2,2,-0.216076546511402,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2004,190092,423000,0.45,"pelagic-neritic","Mike's data","South Africa",21,15,18,1,1,0.5,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2005,282727,297000,0.95,"pelagic-neritic","Mike's data","South Africa",21,15,19,2,2,-0.297872340425532,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2006,134184,362251,0.37,"pelagic-neritic","Mike's data","South Africa",21,15,20,1,1,0.219700336700337,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2007,253092,536942,0.47,"pelagic-neritic","Mike's data","South Africa",21,15,21,1,1,0.482237454140913,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2008,265823,517500,0.51,"pelagic-neritic","Mike's data","South Africa",21,15,22,2,3,-0.036208752528206,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2009,174326,569437,0.31,"pelagic-neritic","Mike's data","South Africa",21,15,23,1,1,0.100361352657005,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2010,217064,573183,0.38,"pelagic-neritic","Mike's data","South Africa",21,15,24,1,3,0.00657842746432002,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2011,119876,390291,0.31,"pelagic-neritic","Mike's data","South Africa",21,15,25,2,2,-0.319081340514286,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2012,307303,472718,0.65,"pelagic-neritic","Mike's data","South Africa",21,15,26,1,1,0.211193699060445,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2013,78801,450000,0.18,"pelagic-neritic","Mike's data","South Africa",21,15,27,2,3,-0.0480582503733727,2
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2014,240498,450000,0.53,"pelagic-neritic","Mike's data","South Africa",21,15,28,1,3,0,2
